StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timepressure_First Click,timepressure_Last Click,timepressure_Page Submit,timepressure_Click Count,notimepressure_First Click,notimepressure_Last Click,notimepressure_Page Submit,notimepressure_Click Count,ppm_1,ppm_2,ppm_3,spp_1,spp_2,spp_3,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,attnCheckQ,gender,age,income,ethnicity,country,edu,fam,fam.open,purpose,wid,sid,attnCheck,metric,timepressure
10/18/2018 8:40,10/18/2018 8:43,0,73.73.169.71,100,139,1,10/18/2018 8:43,R_3iF2aLvFX9tO74p,,,,,42.35420227,-88.22940063,anonymous,EN,20.864,28.207,30.132,4,,,,,,,,50,75,100,1.608,27.877,27.887,4,,0,26,9,3,0,3,0,,I would guess the purpose of the study is to see how people react with not much time to make a decision.,A00284002LAVAGYGW6YDV,intermediate03212016,1,spp,yes
10/18/2018 8:41,10/18/2018 8:43,0,199.30.194.254,100,78,1,10/18/2018 8:43,R_2trOAvrfCElWety,,,,,40.5,-80.19960022,anonymous,EN,5.806,9.479,19.875,4,,,,,100,125,150,,,,4.562,4.562,4.572,1,,1,23,4,3,0,5,0,,I'm not sure,A3OB7UDJLQIAKE,intermediate03212016,1,ppm,yes
10/18/2018 8:41,10/18/2018 8:43,0,173.63.32.135,100,117,1,10/18/2018 8:43,R_3qx8tEq0HAYIcBi,,,,,40.90240479,-74.06289673,anonymous,EN,,,,,5.674,25.584,30.234,3,80,100,135,,,,11.934,11.934,11.946,1,,1,44,9,3,0,4,0,,Price customer's are willing to pay for efficiency,A3246QU7ZDBXE5,intermediate03212016,1,ppm,no
10/18/2018 8:41,10/18/2018 8:43,0,24.167.162.47,100,101,1,10/18/2018 8:43,R_2491RPDzKmlJFQO,,,,,36.03340149,-79.86260223,anonymous,EN,,,,,6.181,32.726,42.127,4,,,,40,65,100,10.668,10.668,10.678,1,,0,64,1,3,0,4,0,,I don't know,A19WXS1CLVLEEX,intermediate03212016,1,spp,no
10/18/2018 8:41,10/18/2018 8:43,0,99.61.181.109,100,142,1,10/18/2018 8:43,R_4ZRGx7tnXZApCQp,,,,,30.01980591,-95.40869904,anonymous,EN,,,,,3.872,36.938,40.79,5,20,22,25,,,,11.862,11.862,11.882,1,,1,51,3,"3,5",0,4,0,,I'm sorry; I really don't know.,A2R89RXGEVG05I,intermediate03212016,1,ppm,no
10/18/2018 8:39,10/18/2018 8:43,0,139.55.45.14,100,244,1,10/18/2018 8:43,R_1DTCXuOUSp1hKZU,,,,,37.29829407,-83.19120026,anonymous,EN,3.103,31.135,33.49,10,,,,,,,,70,80,90,12.454,40.481,40.507,7,,0,25,1,3,0,3,0,,Tell the price you would be willing to pay for printing speeds.,A28R1BHE6AM4XU,intermediate03212016,1,spp,yes
10/18/2018 8:43,10/18/2018 8:44,0,71.195.35.1,100,58,1,10/18/2018 8:44,R_PXSzKRT2QRqSThn,,,,,44.82659912,-93.375,anonymous,EN,2.745,2.745,9.616,1,,,,,,,,20,25,35,14.779,14.779,14.795,1,,0,29,9,3,0,3,0,,Not sure,A3CGDCXIOVQNE6,intermediate03212016,1,spp,yes
10/18/2018 8:42,10/18/2018 8:44,0,24.158.49.60,100,66,1,10/18/2018 8:44,R_1i4Ert7A23uW5hY,,,,,34.62060547,-82.51100159,anonymous,EN,4.271,9.288,12.378,3,,,,,20,23,56,,,,7.053,7.053,8.072,1,9,0,47,2,3,0,5,0,,Test memory capacity.,AG4AQFFOOK8LH,intermediate03212016,0,ppm,yes
10/18/2018 8:42,10/18/2018 8:44,0,73.247.42.77,100,82,1,10/18/2018 8:44,R_3KGFF13Cbt8bSi9,,,,,42.38130188,-87.99909973,anonymous,EN,,,,,1.285,12.074,14.572,4,,,,100,110,120,2.445,8.516,8.544,3,,0,32,3,3,0,5,0,,TO understand how much people are willing to pay for a printer,A27MJOV91GA8R3,intermediate03212016,1,spp,no
10/18/2018 8:41,10/18/2018 8:44,0,108.62.54.238,100,182,1,10/18/2018 8:44,R_2BwW3rYdEc3o5w7,,,,,40.86210632,-74.41169739,anonymous,EN,,,,,1.694,23.567,29.329,3,,,,20,40,40,2.184,31.607,32.947,10,,0,25,3,"1,2,3,4,5,6",0,5,0,N/A,N/A,A2T4K4LSELVL65,intermediate03212016,0,spp,no
10/18/2018 8:42,10/18/2018 8:44,0,74.139.163.140,100,136,1,10/18/2018 8:44,R_3gSFO8Idkb0DP8Y,,,,,38.1381073,-85.69529724,anonymous,EN,3.235,20.249,26.096,3,,,,,50,60,75,,,,18.079,18.079,18.098,1,,0,22,9,3,0,3,0,,See what people do when there's not enough time to complete a task and have a flashing red light telling them to move on.,A2BAZB0K6BTZI3,intermediate03212016,1,ppm,yes
10/18/2018 8:43,10/18/2018 8:44,0,24.47.101.45,100,94,1,10/18/2018 8:44,R_VJuToikEQtBNW9z,,,,,41.08169556,-74.18609619,anonymous,EN,,,,,1.983,19.112,27.91,4,,,,150,175,220,15.055,15.055,15.079,1,,1,39,3,3,0,3,0,,consumer preference on printers,A1CFPKUOCGJIM6,intermediate03212016,1,spp,no
10/18/2018 8:43,10/18/2018 8:44,0,24.211.84.54,100,53,1,10/18/2018 8:44,R_57qwrQu5OcZjwtz,,,,,33.97239685,-81.23590088,anonymous,EN,1.355,1.355,10.357,1,,,,,,,,75,55,45,3.418,3.418,3.446,1,,1,39,4,3,0,2,0,,not sure,A1BQCRF5Q76YFY,intermediate03212016,1,spp,yes
10/18/2018 8:43,10/18/2018 8:44,0,108.171.135.166,100,96,1,10/18/2018 8:44,R_2Eiz3IXFIstkrLs,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,3.127,3.127,13.628,1,149,179,199,,,,11.251,11.251,11.289,1,,0,36,7,3,0,5,0,,Attitudes towards speed and costs,A2GZDIIKSTJ6OD,intermediate03212016,1,ppm,no
10/18/2018 8:44,10/18/2018 8:44,0,208.139.7.64,100,50,1,10/18/2018 8:44,R_2Bmn2Ah52q8oreJ,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,3.141,3.141,10.704,1,,,,59,79,99,7.381,7.381,7.394,1,,0,33,3,3,0,3,0,,Judging quality?,A3BJNFU4T7RU11,intermediate03212016,1,spp,no
10/18/2018 8:43,10/18/2018 8:44,0,108.52.117.78,100,76,1,10/18/2018 8:44,R_1DwELAFiPavio3w,,,,,40.01780701,-75.08950043,anonymous,EN,4.873,4.873,15.8,1,,,,,25,30,40,,,,4.393,4.393,4.407,1,,1,41,9,1,0,6,0,,I do not  know.,AYZ85PU887QY1,intermediate03212016,1,ppm,yes
10/18/2018 8:43,10/18/2018 8:44,0,162.40.3.133,100,81,1,10/18/2018 8:44,R_2f40Ozm4TV13WkJ,,,,,34.52090454,-83.54530334,anonymous,EN,,,,,0.858,0.858,10.439,1,,,,75,100,125,3.226,4.484,6.209,2,"4,9",0,18,9,3,0,2,0,,To gather good price ranges for items,A3KOV3VGX7UWYO,intermediate03212016,0,spp,no
10/18/2018 8:44,10/18/2018 8:44,0,12.90.255.170,100,41,1,10/18/2018 8:44,R_2q4QNonglKUTkVf,,,,,32.74510193,-100.9175034,anonymous,EN,,,,,1.42,1.42,9.979,1,20,25,40,,,,3.775,3.775,3.785,1,,1,25,4,"3,4",0,5,0,n/a,I am not sure,AWHQGH3JPLTZO,intermediate03212016,1,ppm,no
10/18/2018 8:43,10/18/2018 8:44,0,73.75.239.33,100,84,1,10/18/2018 8:44,R_1eQ4DbsVgCqAZSA,,,,,42.00759888,-87.99310303,anonymous,EN,,,,,1.38,9.275,11.715,3,,,,200,250,300,7.014,7.014,7.035,1,,1,20,5,2,0,4,0,,seeing how much money a person would pay ,A2ZGN8X0LIXZCA,intermediate03212016,1,spp,no
10/18/2018 8:43,10/18/2018 8:45,0,74.242.161.109,100,69,1,10/18/2018 8:45,R_2doRwsHa4eXzsRc,,,,,35.42689514,-88.63980103,anonymous,EN,,,,,4.243,9.842,12.158,3,25,35,50,,,,7.683,7.683,8.676,1,4,0,30,2,3,0,2,0,,not sure,A2TCV4URAGNFEO,intermediate03212016,0,ppm,no
10/18/2018 8:43,10/18/2018 8:45,0,71.112.134.192,100,98,1,10/18/2018 8:45,R_5mAYnrDQPeimwTv,,,,,40.34779358,-79.86419678,anonymous,EN,4.637,8.019,11.073,3,,,,,,,,100,200,150,14.957,14.957,14.965,1,,0,31,3,1,0,4,0,,To see how quick people can think under pressure.,A3OF8TUITB6QX4,intermediate03212016,1,spp,yes
10/18/2018 8:43,10/18/2018 8:45,0,47.25.46.123,100,118,1,10/18/2018 8:45,R_2PiDOmVx3AidVXG,,,,,29.46339417,-90.59799957,anonymous,EN,,,,,2.425,16.001,21.995,3,40,50,75,,,,20.378,20.378,20.414,1,,0,27,3,3,0,5,0,,To see how I priced printers for what they do,A3586AZAAHFYBX,intermediate03212016,1,ppm,no
10/18/2018 8:44,10/18/2018 8:45,0,208.180.203.34,100,50,1,10/18/2018 8:45,R_OwheAE0tNvVxGOR,,,,,31.22320557,-92.32029724,anonymous,EN,0.908,13.18,15.252,4,,,,,,,,50,55,75,5.444,5.444,5.46,1,,1,29,9,3,0,5,0,,not sure,A19YI8PZGYKN6X,intermediate03212016,1,spp,yes
10/18/2018 8:43,10/18/2018 8:45,0,192.189.112.5,100,111,1,10/18/2018 8:45,R_1N7WFoPLzCUTHto,,,,,44.08050537,-93.21910095,anonymous,EN,4.338,23.592,25.818,2,,,,,,,,20,40,40,19.732,19.732,19.743,1,,0,35,7,3,0,5,0,,To see the impact of a flashing red screen on survey responses.,A1HUXK5BUMNCFB,intermediate03212016,1,spp,yes
10/18/2018 8:40,10/18/2018 8:45,0,192.77.189.207,100,311,1,10/18/2018 8:45,R_tRIypEocwHtXlTz,,,,,41.13259888,-100.7745972,anonymous,EN,8.218,36.024,40.874,5,,,,,30,50,75,,,,50.011,58.254,58.283,3,,1,52,4,3,0,4,0,,The price a person is willing to pay for a product based on performance.,AHO3WLNVC3YCG,intermediate03212016,1,ppm,yes
10/18/2018 8:43,10/18/2018 8:45,0,107.242.113.8,100,121,1,10/18/2018 8:45,R_R306WTiZNrdSYox,,,,,32.77870178,-96.82170105,anonymous,EN,6.574,12.245,14.868,6,,,,,50,80,100,,,,5.814,24.371,24.412,7,,1,26,6,4,0,3,0,,Product preference ,A2ZM4LN2OUFME0,intermediate03212016,1,ppm,yes
10/18/2018 8:44,10/18/2018 8:45,0,170.223.207.61,100,88,1,10/18/2018 8:45,R_1JXeCyOGJ5vgZlg,,,,,42.29730225,-71.07450104,anonymous,EN,2.433,16.821,20.825,3,,,,,60,80,100,,,,11.836,11.836,11.848,1,,1,29,4,3,0,5,0,,to see how flashing red impacts your decision making,A1G07EBEAU387L,intermediate03212016,1,ppm,yes
10/18/2018 8:44,10/18/2018 8:45,0,177.42.135.36,100,71,1,10/18/2018 8:45,R_1mfvUT4VGBlOnyV,,,,,-8.011703491,-34.95289612,anonymous,EN,,,,,0,0,15.146,0,,,,40,50,100,16.852,16.852,16.861,1,,0,40,5,3,0,5,0,,dont know,A2DVZVTZOCUUB,intermediate03212016,1,spp,no
10/18/2018 8:44,10/18/2018 8:46,0,98.158.66.170,100,118,1,10/18/2018 8:46,R_1CCni9HCe4rShiM,,,,,40.44400024,-86.92369843,anonymous,EN,9.409,9.409,20.69,1,,,,,,,,70,75,80,8.988,8.988,9.014,1,,1,40,9,3,0,4,0,,surveying how much our time is worth,A130VJHUEADWWN,intermediate03212016,1,spp,yes
10/18/2018 8:45,10/18/2018 8:46,0,199.89.145.254,100,65,1,10/18/2018 8:46,R_1dKumJ4acwqvLfc,,,,,30.18760681,-97.74720001,anonymous,EN,,,,,1.343,1.343,9.295,1,50,60,90,,,,11.457,14.005,17.298,3,"4,9,10",0,32,9,3,0,5,0,,Decision making,A4WRHR350X58Y,intermediate03212016,0,ppm,no
10/18/2018 8:44,10/18/2018 8:46,0,50.111.124.2,100,122,1,10/18/2018 8:46,R_2QPWi3Fy5d0TDE7,,,,,35.37350464,-83.25920105,anonymous,EN,2.448,10.212,13.529,3,,,,,40,45,50,,,,26.832,26.832,26.848,1,,0,58,4,3,0,5,0,,To find out how much more a person will pay for faster printing speeds,A7LGXWVP67WG,intermediate03212016,1,ppm,yes
10/18/2018 8:44,10/18/2018 8:46,0,76.84.25.21,100,123,1,10/18/2018 8:46,R_3oNknQrklrEiajR,,,,,40.78930664,-96.69380188,anonymous,EN,7.557,26.081,28.236,6,,,,,40,60,80,,,,4.132,16.167,16.175,6,,1,46,9,3,0,5,0,,,A27CEJDHPPL9WF,intermediate03212016,1,ppm,yes
10/18/2018 8:44,10/18/2018 8:46,0,108.228.24.37,100,116,1,10/18/2018 8:46,R_3KPZnSPbBvMeWhn,,,,,37.95399475,-122.0737,anonymous,EN,,,,,3.069,13.339,16.745,5,,,,45,40,35,23.175,23.175,23.105,1,,1,62,9,3,0,7,0,,To see if there was a large difference between printing speeds - in terms of how much we were willing to pay for it.,A2AY9FXPXCAC5F,intermediate03212016,1,spp,no
10/18/2018 8:45,10/18/2018 8:46,0,47.203.35.153,100,64,1,10/18/2018 8:46,R_3G8klAODFExlpEE,,,,,27.9624939,-82.48950195,anonymous,EN,5.258,5.258,12.643,1,,,,,50,40,20,,,,12.316,12.316,12.361,1,,1,33,7,3,0,5,0,,Price per printer,A30WRV40L5NFYS,intermediate03212016,1,ppm,yes
10/18/2018 8:45,10/18/2018 8:46,0,71.33.218.252,100,75,1,10/18/2018 8:46,R_5jZmczePYoq74CR,,,,,39.57090759,-107.5428009,anonymous,EN,,,,,2.221,13.065,15.186,3,,,,150,175,200,11.889,11.889,11.8,1,,1,30,4,3,0,5,0,,How likely people are to spend money on a printer. ,AI2KKF5L9GJJZ,intermediate03212016,1,spp,no
