StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,donate,gender,age,fam,fam.open,purpose,PROLIFIC_PID,spacing,labels
2/25/2020 2:51,2/25/2020 2:55,4,94.192.89.12,100,248,1,3/2/2020 1:47,R_3n6iH8X8AUOgXyt,,,,,52.62590027,1.303207397,anonymous,EN,2,1,44,0,,To evaluate how a charity presents its self.,5a5aa6e78e6259000175fd83,decel,yes
2/25/2020 2:53,2/25/2020 2:55,4,86.141.211.190,100,128,1,3/2/2020 1:47,R_bDU3VotKoHJ6vBP,,,,,51.5776062,-0.194702148,anonymous,EN,2,1,42,0,,To evaluate how we see charities,5e3723a2c0b2896ad554be73,decel,yes
2/25/2020 2:54,2/25/2020 2:56,4,79.74.156.134,100,128,1,3/2/2020 1:47,R_8GHupVLteGJzT2l,,,,,50.73339844,-1.924606323,anonymous,EN,2,1,22,0,,How willing participants are to donate to charities that have high overheads?,5d586caf1da7d10018a1a7b1,accel,no
2/25/2020 2:51,2/25/2020 2:56,4,161.74.224.4,100,278,1,3/2/2020 1:47,R_8GRHzBBNnh7cQZv,,,,,51.5164032,-0.093002319,anonymous,EN,1,1,40,0,,levels of empathy,5a68460063394a000155bc50,accel,yes
2/25/2020 2:54,2/25/2020 2:56,4,2.102.40.3,100,105,1,3/2/2020 1:47,R_6WsElBzWwQIGwip,,,,,53.37939453,-2.911193848,anonymous,EN,1,1,33,0,,,59706c6162ef6900017a3ce6,decel,no
2/25/2020 2:56,2/25/2020 2:57,4,144.173.164.43,100,56,1,3/2/2020 1:47,R_cMf55L7cm2qaJrn,,,,,50.70179749,-3.534698486,anonymous,EN,1,1,25,1,,,5cb8128ae3ca770018722dc0,accel,no
2/25/2020 2:56,2/25/2020 2:57,4,2.27.41.154,100,94,1,3/2/2020 1:47,R_1LmEBXDDqdO5p8V,,,,,55.03489685,-7.27180481,anonymous,EN,2,1,22,0,,Decision making,5a23eb5b1a1ad3000138fb75,decel,no
2/25/2020 2:55,2/25/2020 2:58,4,94.1.126.111,100,187,1,3/2/2020 1:47,R_77gZ2KOS2f0Fyx7,,,,,53.8742981,-3.023300171,anonymous,EN,2,1,34,0,,To see how generous people are.,5adda6e5dee8590001b03397,decel,yes
2/25/2020 2:56,2/25/2020 2:58,4,51.219.200.120,100,139,1,3/2/2020 1:47,R_cwOOgnKJHizwFJH,,,,,55.86700439,-4.26210022,anonymous,EN,1,1,29,0,,People perception and charitable perception within individuals (specific group type),5dcbd9bcbfb31a86b100692c,decel,no
2/25/2020 2:54,2/25/2020 2:58,4,62.172.95.122,100,252,1,3/2/2020 1:47,R_8ik7ahXLK8aHwBD,,,,,52.478302,-0.713699341,anonymous,EN,2,1,30,0,,"I am unsure I also thought we were going to select if we would donate or not to the other two as well, so now feel guilty that I did not.",5cdbfc1817025800014b3c36,accel,yes
2/25/2020 2:57,2/25/2020 2:58,4,195.194.178.2,100,60,1,3/2/2020 1:47,R_5vGxeQjLv0qPqKh,,,,,52.94529724,-1.495300293,anonymous,EN,2,0,35,0,,"research relationship between age, gender and aulturism.",5c43b59489f63e000179e7cd,accel,yes
2/25/2020 2:56,2/25/2020 2:58,4,74.134.215.12,100,114,1,3/2/2020 1:47,R_9ukSVt6CXUZZWCx,,,,,38.30479431,-85.58650208,anonymous,EN,2,1,40,0,,Something about selfishness and motivation?,5ad449bc3a859300016c706c,accel,yes
2/25/2020 2:56,2/25/2020 2:59,4,90.255.214.205,100,182,1,3/2/2020 1:47,R_doK0lkr7ldcoUER,,,,,53.58659363,-2.435394287,anonymous,EN,2,1,29,0,,To see how certain facts and figures presented to someone changes their outlook on if a charity or cause is worth donating to.,5a71cf7082968f0001a6be43,accel,no
2/25/2020 2:57,2/25/2020 2:59,4,78.149.188.1,100,141,1,3/2/2020 1:47,R_6M3sfWOq5kopVqZ,,,,,53.40840149,-2.837905884,anonymous,EN,1,1,29,0,,,597330a0415cd40001f0d5e8,decel,yes
2/25/2020 2:58,2/25/2020 2:59,4,195.89.180.2,100,47,1,3/2/2020 1:47,R_2lzmM3xRrkH1VLT,,,,,51.49639893,-0.122406006,anonymous,EN,2,1,22,0,,To see if people will donate or not.,5e35408359b1364ee5b596fc,accel,yes
2/25/2020 2:58,2/25/2020 2:59,4,83.244.207.131,100,80,1,3/2/2020 1:47,R_bs9qO376mulXOZv,,,,,51.50880432,-0.12600708,anonymous,EN,1,1,31,0,,not sure!,5b7e789e0c01d10001da4c0c,decel,no
2/25/2020 2:55,2/25/2020 2:59,4,86.1.50.181,100,286,1,3/2/2020 1:47,R_9B3MhvqEuvpAc6N,,,,,50.90510559,-1.365493774,anonymous,EN,2,1,36,0,,To see if people are willing to donate to charity,59f4844cbe9c0c0001486960,accel,yes
2/25/2020 2:56,2/25/2020 3:00,4,109.147.143.202,100,218,1,3/2/2020 1:47,R_1QWav86MJ41mOB7,,,,,53.67880249,-0.723098755,anonymous,EN,1,1,26,0,,To see how willing people were to give money to charity rather than keep it for themselves.,5de0fcf6b5b7ff1523f6508b,decel,yes
2/25/2020 2:59,2/25/2020 3:00,4,79.65.33.184,100,91,1,3/2/2020 1:47,R_exs2Yp9sHSC3Z6R,,,,,53.289505,-3.256698608,anonymous,EN,2,1,37,1,I did a similar survey yesterday,Looking at decisions people make about donating to charities.,5da4b4fc148b84001394667a,accel,no
2/25/2020 2:59,2/25/2020 3:01,4,86.176.81.228,100,138,1,3/2/2020 1:47,R_6mWWPZZK6wj6TLD,,,,,51.31880188,-2.203399658,anonymous,EN,2,0,44,0,,To profile people as to whether they donate to charity or not,5cff7db489fa85001970af7e,decel,no
2/25/2020 2:58,2/25/2020 3:01,4,5.66.231.164,100,201,1,3/2/2020 1:47,R_0cdv1PbUXZrv8wJ,,,,,52.90620422,-1.0440979,anonymous,EN,1,1,39,0,,To see if the percentage of the money given makes a difference,5a59c757f6c517000194f97d,accel,no
2/25/2020 2:59,2/25/2020 3:01,4,188.39.103.250,100,135,1,3/2/2020 1:47,R_2ajB8ZyVTkUXXY9,,,,,52.80540466,-2.945800781,anonymous,EN,2,1,25,0,,To evaluate how people respond to charities when they know how much of their donation actually goes to the charity.,59d509d0719adb0001235c80,decel,yes
2/25/2020 2:59,2/25/2020 3:01,4,85.115.52.201,100,120,1,3/2/2020 1:47,R_6nkWpriOWOHhN77,,,,,51.50880432,-0.12600708,anonymous,EN,2,1,41,0,,Selflessness?,5ab3be78f5918d00012e92d3,decel,no
2/25/2020 2:59,2/25/2020 3:01,4,5.65.42.85,100,143,1,3/2/2020 1:47,R_cUrHwMDxxA2bSx7,,,,,52.99940491,-1.13180542,anonymous,EN,2,0,25,0,,To see who we would donate to or wether we would keep the money for ourselves. In this day an age with all the charity scandals you see i dont trust charities anymore,5ace91340527ba0001c28f5b,decel,yes
2/25/2020 2:59,2/25/2020 3:02,4,148.197.118.189,100,150,1,3/2/2020 1:47,R_1Z96Qr0fPZCckwR,,,,,50.78509521,-1.038894653,anonymous,EN,1,1,40,0,,To see if the amount of overheads for a charity would stop someone donating?,5cab22d66b0e7300018f561e,decel,yes
2/25/2020 3:00,2/25/2020 3:02,4,92.40.170.109,100,110,1,3/2/2020 1:47,R_6qZCqhS2v7H69i5,,,,,51.49639893,-0.122406006,anonymous,EN,2,0,26,0,N/a,Test my will to give to charity or potentially keep the money myself,5d53326a70729700015efb69,accel,no
2/25/2020 3:00,2/25/2020 3:02,4,82.132.216.209,100,147,1,3/2/2020 1:47,R_dav2fUMMolLoHaZ,,,,,51.49639893,-0.122406006,anonymous,EN,2,1,26,0,,How people’s minds think when they have more information. Especially on what happens with their money when it gets donated to charity.,5b6f59ae8d336b0001fe6cc5,accel,yes
2/25/2020 3:00,2/25/2020 3:02,4,109.159.201.218,100,112,1,3/2/2020 1:47,R_9AKidhIQ3Cb7YLr,,,,,51.5749054,0.086898804,anonymous,EN,2,1,38,0,,The purpose i think is to see how generous you are with your money and if you are willing to give to charity.,5deac9a3d2601a1fdd8d4f46,accel,yes
2/25/2020 3:00,2/25/2020 3:03,4,94.11.38.71,100,132,1,3/2/2020 1:47,R_b8ZO13I68Vl0oXb,,,,,56.1118927,-3.344299316,anonymous,EN,2,1,44,0,,To find out how people think if/ when donating to a charitable cause.,5d758d935625b90001fa4014,accel,no
2/25/2020 3:01,2/25/2020 3:03,4,31.185.200.163,100,128,1,3/2/2020 1:47,R_5BTOYWBHHp4LK17,,,,,53.75430298,-1.546203613,anonymous,EN,2,1,24,0,,,576799ef26ed5300019ffe63,accel,yes
2/25/2020 3:01,2/25/2020 3:03,4,213.205.241.125,100,101,1,3/2/2020 1:47,R_cSyYaqyMfdSkGP3,,,,,51.56460571,0.089797974,anonymous,EN,2,0,28,0,,No idea,5c025ffa5c05940001150e4e,accel,yes
2/25/2020 3:01,2/25/2020 3:03,4,82.132.221.130,100,141,1,3/2/2020 1:47,R_cShKVbIimgoBnzT,,,,,51.49639893,-0.122406006,anonymous,EN,1,1,40,0,,To see if people find their money being spent in costs,5e52f880ec45d33117e9d6af,decel,yes
2/25/2020 3:02,2/25/2020 3:04,4,86.167.149.148,100,111,1,3/2/2020 1:47,R_blTvDCDVfbfqtLf,,,,,53.69999695,-1.416702271,anonymous,EN,2,1,36,0,,opinions of charities and how funds are spent,591f827501596e0001635aa4,decel,yes
2/25/2020 3:01,2/25/2020 3:04,4,80.229.235.5,100,148,1,3/2/2020 1:47,R_eLD9wN7XaA2gMx7,,,,,51.41799927,-0.175201416,anonymous,EN,2,0,67,0,,To assess my willingness to give to charity dependant on the amount they spend on admin and the actual charitable aims,5c18c5a4a4ab9100019999ae,accel,no
2/25/2020 3:01,2/25/2020 3:04,4,92.236.1.142,100,170,1,3/2/2020 1:47,R_9ttkl3KwRvO1k8J,,,,,51.53219604,-0.098007202,anonymous,EN,1,1,34,0,,To see if the participant would follow and choose to give to charity or not,5ce8ebe9c9379d0019898681,decel,no
2/25/2020 3:03,2/25/2020 3:04,4,194.81.239.22,100,44,1,3/2/2020 1:47,R_a4agbsBNvNBy3el,,,,,51.27900696,1.076293945,anonymous,EN,1,1,32,0,,to see how people make decisions,582c292dde604600013511ef,decel,yes
2/25/2020 3:01,2/25/2020 3:04,4,83.216.142.68,100,157,1,3/2/2020 1:47,R_8qqZ39Uug5uohJX,,,,,52.6342926,-2.526702881,anonymous,EN,2,1,40,0,,see if % used for the mission influences whether we want to keep or donate,581ba6684182b600017306fa,decel,yes
2/25/2020 3:03,2/25/2020 3:04,4,152.105.116.228,100,91,1,3/2/2020 1:47,R_bHDxBl0qw4ToI8l,,,,,54.55039978,-1.253204346,anonymous,EN,2,0,64,1,similar survey previously completed,check on accuracy and compare similar survey results,5d9b2af0adca6b00193f0164,accel,no
2/25/2020 3:02,2/25/2020 3:04,4,213.31.50.12,100,134,1,3/2/2020 1:47,R_8Cy2BmApPhv3lDD,,,,,50.20899963,-5.095504761,anonymous,EN,1,0,40,1,"Took a similar survey yesterday, but the charities didn't have a grade, only a percentage",To try and work out what factors influence giving,5d443a8be36a060001b940a4,accel,yes
2/25/2020 3:03,2/25/2020 3:05,4,90.252.171.53,100,125,1,3/2/2020 1:47,R_0cDtzx9fQOsUstL,,,,,51.45350647,-2.591705322,anonymous,EN,2,1,33,1,Decision making surveys,People's decisions,5ae72e3f77a799000116acd2,decel,yes
2/25/2020 3:03,2/25/2020 3:05,4,81.5.152.210,100,110,1,3/2/2020 1:47,R_cMFdQ7KDaUFm3Rz,,,,,51.49639893,-0.122406006,anonymous,EN,1,1,50,0,,,5c9c6945a586fd00164d5a97,decel,no
2/25/2020 3:02,2/25/2020 3:05,4,101.176.66.72,100,208,1,3/2/2020 1:47,R_1GLcl4SQLj1FdeB,,,,,-37.77319336,145.0585022,anonymous,EN,2,1,50,0,,To ensure understand and read charity donations to cause v overhead,5c837659de75d40015027c50,accel,no
2/25/2020 3:04,2/25/2020 3:05,4,109.155.188.94,100,96,1,3/2/2020 1:47,R_00MILJNWkhNL9KB,,,,,50.95689392,-0.782501221,anonymous,EN,1,1,49,0,,No idea!,5c3cad7b462ebf00016e4b9f,accel,no
2/25/2020 3:04,2/25/2020 3:06,4,94.8.194.218,100,135,1,3/2/2020 1:47,R_0pMSkDwSed0khXn,,,,,53.7407074,-1.49029541,anonymous,EN,2,0,42,0,,To see what value people put on a charity and the amount of money that goes to good.,5bfd2d6b8acfed00011a5c89,decel,yes
2/25/2020 3:03,2/25/2020 3:06,4,92.1.207.168,100,186,1,3/2/2020 1:47,R_9GHRYabJcpQmJ5b,,,,,56.0348053,-3.498092651,anonymous,EN,2,1,34,0,,Prob to evaluate how selfish people can be and how willing to provide to charity where not all the money donated goes to the cause fully.,5c4613f2b05faa0001d62023,accel,no
2/25/2020 3:04,2/25/2020 3:06,4,149.170.94.239,100,147,1,3/2/2020 1:47,R_eDte0kz4jF93TVz,,,,,53.480896,-2.23739624,anonymous,EN,2,1,42,0,,Dont know,5b4f382f37f7a4000131a581,decel,no
2/25/2020 3:02,2/25/2020 3:06,4,195.195.239.163,100,261,1,3/2/2020 1:47,R_e4YOSse09pymsRf,,,,,53.55740356,-0.113296509,anonymous,EN,1,1,36,0,,To see if you are influenced by certain information when making charitable donations.,5ab41678e1546900019b4b15,accel,yes
2/25/2020 3:03,2/25/2020 3:07,4,163.171.0.4,100,206,1,3/2/2020 1:47,R_6YxE2zosJGH65hP,,,,,51.49639893,-0.122406006,anonymous,EN,2,0,28,1,I have donated money to a charity before.,To evaluate the likelihood of donation to charities if given the chance.,5e39c744c202a41e40336db8,accel,yes
2/25/2020 3:06,2/25/2020 3:07,4,86.177.199.88,100,63,1,3/2/2020 1:47,R_51iNYqBHQfmJpRj,,,,,54.69880676,-1.646499634,anonymous,EN,2,0,40,0,,to estalish selfishness regarding rewards and charity,58d107de9d8a130001f0f138,decel,yes
2/25/2020 3:06,2/25/2020 3:07,4,87.74.48.75,100,91,1,3/2/2020 1:47,R_3rYkeO6ncTPlr1j,,,,,54.91189575,-1.383300781,anonymous,EN,2,0,33,0,,To establish participants views on charitable donations and to assess at what value participants would rather keep a donation for themselves than to make the donation to charity.,5de682fcec12b6000b72f565,accel,no
2/25/2020 3:03,2/25/2020 3:07,4,151.230.90.234,100,235,1,3/2/2020 1:47,R_bOaBUOOoLruDOcJ,,,,,50.72019958,-1.880096436,anonymous,EN,1,1,19,0,,look at effects of framing of how much money goes to a charity on how likely people are to donate,5c77a767cd7cef0001cb1e0c,decel,no
2/25/2020 3:06,2/25/2020 3:07,4,82.28.147.82,100,62,1,3/2/2020 1:47,R_3eIGPEO5EzznjRH,,,,,53.65370178,-1.720794678,anonymous,EN,2,1,31,0,,To see if people considered the overheads too large.,5d931f41482aaf0016c5eed3,decel,no
2/25/2020 3:01,2/25/2020 3:07,4,2.28.167.178,100,373,1,3/2/2020 1:47,R_7VqTQ9chzbNAYWp,,,,,54.54260254,-0.981399536,anonymous,EN,1,0,52,0,,To see if the percentage of a charity's income that is actually used for the charitable purpose determines people's willingness to donate,5dac15ce21420b0016a509cc,decel,no
2/25/2020 3:05,2/25/2020 3:07,4,109.145.117.162,100,129,1,3/2/2020 1:47,R_2tPPy3EnTcusDiJ,,,,,53.16670227,-3,anonymous,EN,1,1,64,1,There was a similar survey yesterday but I don't recall the ABC ratings,Not really sure,5c57476e59095a0001bad911,accel,yes
2/25/2020 3:05,2/25/2020 3:08,4,90.194.196.156,100,133,1,3/2/2020 1:47,R_1AeQ9cGK37yu8vP,,,,,54.8999939,-1.516693115,anonymous,EN,1,1,42,0,,WHETHER THE CHARITY RATING AFFECTS THE DECISION TO KEEP OR DONATE THE MONEY,599c58cfd0bcd10001dd94f3,accel,yes
2/25/2020 3:06,2/25/2020 3:08,4,82.132.218.112,100,68,1,3/2/2020 1:47,R_55dG1XBbRn8rYPj,,,,,51.49639893,-0.122406006,anonymous,EN,1,1,24,0,,To see if people would help the earth generpusly or be selfish,5cc34bcbd94a0300018bd2bc,decel,yes
2/25/2020 3:06,2/25/2020 3:08,4,150.143.253.81,100,85,1,3/2/2020 1:47,R_6yyPiyR4vByFEKF,,,,,51.51040649,-0.310394287,anonymous,EN,1,1,43,0,,How people assess charities - or how charitable people are when they can potentially benefit,5e3aab83e3ba5a2b57ba3e1a,accel,no
2/25/2020 3:07,2/25/2020 3:08,4,46.102.211.70,100,60,1,3/2/2020 1:47,R_eDULeIqpJDQI3JP,,,,,53.43440247,-2.266403198,anonymous,EN,1,1,26,0,,To test how generous people are when they think the money might be real.,5e0e62e393ab8b5b83963aaa,decel,no
2/25/2020 3:05,2/25/2020 3:08,4,165.120.196.4,100,168,1,3/2/2020 1:47,R_5mSOrReRrWJIGjP,,,,,51.44410706,-3.186004639,anonymous,EN,1,1,35,0,,Quantify whether the percentage of the donation which is used towards the programme has an impact on whether people would donate to a charity.,5dbf0ebb61ec043bbb65a893,decel,yes
2/25/2020 3:07,2/25/2020 3:09,4,130.88.240.89,100,102,1,3/2/2020 1:47,R_a3gyvPc0oYpy4IJ,,,,,53.44670105,-2.225006104,anonymous,EN,1,1,19,0,,to see what the minimum percentage going directly to helping things is required for someone to donate £10 to charity. maybe also to see if people would keep £10.,5900f14457d9f20001bc634a,accel,yes
2/25/2020 3:07,2/25/2020 3:09,4,82.132.243.89,100,90,1,3/2/2020 1:47,R_6RtikG5f68neF5b,,,,,51.49639893,-0.122406006,anonymous,EN,2,1,33,0,,Research for charity’s,5dd667172274975f6c00a66b,decel,yes
2/25/2020 3:07,2/25/2020 3:09,4,81.148.182.62,100,78,1,3/2/2020 1:47,R_eX8NvwEj5ed9yEB,,,,,52.98750305,-2.180297852,anonymous,EN,1,1,32,1,I have answered a survey similar to this before.,Unsure,5d55392b52d767001a905f60,decel,no
2/25/2020 3:08,2/25/2020 3:09,4,86.15.179.92,100,90,1,3/2/2020 1:47,R_783yaZiMUEHYOCp,,,,,52.44250488,-1.944198608,anonymous,EN,1,0,41,0,,,59ada3241059c50001afa98c,accel,no
2/25/2020 3:06,2/25/2020 3:09,4,2.120.189.123,100,204,1,3/2/2020 1:47,R_8CE6lHWxI3floxv,,,,,54.97349548,-1.567306519,anonymous,EN,2,1,45,1,Seen adverts for water aid etc,Charity donations,5e28a3acdc12bd071a31d8ca,accel,no
2/25/2020 3:07,2/25/2020 3:09,4,86.13.250.85,100,159,1,3/2/2020 1:47,R_78Ob2o50IWYmO5n,,,,,51.65519714,-0.387893677,anonymous,EN,2,1,29,0,,don't know,5d0e091ccd9c9300191cb9c9,accel,no
2/25/2020 3:07,2/25/2020 3:09,4,217.42.224.105,100,123,1,3/2/2020 1:47,R_bdRStMs7AnQHOn3,,,,,50.69410706,-2.044692993,anonymous,EN,1,1,66,0,,Altruism versus selfishness.,5bcdf10432e46700016f8f80,decel,yes
2/25/2020 3:08,2/25/2020 3:09,4,94.3.22.127,100,93,1,3/2/2020 1:47,R_bg9yn08UEJd7jHT,,,,,53.39289856,-1.545501709,anonymous,EN,1,1,27,0,,"To assess how people respond to the ""grade"" given to the charity/how much goes on the mission versus overheads.",5bc4c4933b998700018142cd,accel,yes
2/25/2020 3:08,2/25/2020 3:10,4,85.115.53.201,100,76,1,3/2/2020 1:47,R_dd1JDwUP7R0bf9P,,,,,51.477005,-0.195907593,anonymous,EN,1,1,42,0,,See how people view where their money is going and if it has an impact on whether they give to charity or not,5afdc329fca92600012695ca,decel,yes
2/25/2020 3:07,2/25/2020 3:10,4,217.42.20.236,100,187,1,3/2/2020 1:47,R_2bpcIyUYTzlaXU9,,,,,52.22650146,-2.224594116,anonymous,EN,1,1,40,0,,To see the percentage of participants that would rather keep the money.,5e26072f6b2e4785a57d003c,decel,yes
2/25/2020 3:07,2/25/2020 3:10,4,146.200.3.181,100,206,1,3/2/2020 1:47,R_eOLblamHBzm4bFH,,,,,51.29919434,-0.460693359,anonymous,EN,1,1,63,0,,to evaluate the response of people regarding how the amount of a donation that actually goes to the charity effects whether or not they would donate to that charity,5cd55de25d38ca0016bafd61,accel,yes
2/25/2020 3:07,2/25/2020 3:10,4,94.193.200.195,100,170,1,3/2/2020 1:47,R_55yc0vGS2wbp0mF,,,,,54.90010071,-1.421096802,anonymous,EN,2,1,33,0,,To see how likely you are to donate to charity given the choice,5c41bfebf7c8890001d0947b,decel,no
2/25/2020 3:08,2/25/2020 3:10,4,176.25.234.134,100,134,1,3/2/2020 1:47,R_cC5xAs4ZCDLtMVL,,,,,50.2243042,-5.258605957,anonymous,EN,2,1,40,0,,"To see if you gave someone money to give to charity, and there was a chance they could keep it for themselves, whether they would give to charity or take the chance at receiving it themselves.",59d5f806e59146000112e79b,accel,no
2/25/2020 3:06,2/25/2020 3:10,4,2.98.123.216,100,267,1,3/2/2020 1:47,R_02ENLCGYU05MEip,,,,,54.23530579,-0.382797241,anonymous,EN,2,1,22,1,I have done a similar study before but with different charities.,"To see how effective the ethos' of specific charities are in gaining donations from the public, and how important the percentage of overhead payments is in their willingness to donate.",5e51212fc20dd214a1645997,decel,no
2/25/2020 3:08,2/25/2020 3:10,4,94.12.227.247,100,107,1,3/2/2020 1:47,R_6m1NOZScQO6x8rz,,,,,53.2144928,-0.571105957,anonymous,EN,2,1,39,0,,to see if overheads effect donations.,5ce2fbf163997c001ade2699,decel,no
2/25/2020 3:08,2/25/2020 3:10,4,82.11.48.6,100,166,1,3/2/2020 1:47,R_8unN3q8Hsv3hQQR,,,,,52.90440369,-1.23260498,anonymous,EN,2,1,34,0,,"To see how generous we are and to see how important we think the charity's work is, based on the overhead percentage and work description.",5b96db5122901b0001fd467c,accel,no
2/25/2020 3:08,2/25/2020 3:10,4,86.169.137.132,100,127,1,3/2/2020 1:47,R_7U8QZfqX2KpNs4R,,,,,52.08050537,-0.101394653,anonymous,EN,2,0,44,0,,To see how willing people are to donate to charity,59f82eb0680a95000122b0cd,decel,yes
2/25/2020 3:09,2/25/2020 3:10,4,81.104.6.93,100,99,1,3/2/2020 1:47,R_bQOJDSTZ6UhovBz,,,,,55.81190491,-4.257293701,anonymous,EN,1,1,36,0,,To see which age group are most likely to donate.,5aac390bbb798600010fb9e7,decel,no
2/25/2020 3:09,2/25/2020 3:11,4,90.242.0.226,100,122,1,3/2/2020 1:47,R_cU4jrtK96hMucYZ,,,,,51.60169983,-0.073196411,anonymous,EN,2,0,37,0,,To see how people feel about giving to charitable organisations who retain a large percentage of the donation for overhead,5782934b4a84da00014c30a0,accel,no
2/25/2020 3:09,2/25/2020 3:11,4,82.195.106.118,100,86,1,3/2/2020 1:47,R_5gAj5XcMO7vOgnj,,,,,52.90559387,-1.864898682,anonymous,EN,2,1,47,1,"I saw precisely the same survey yesterday. For the avoidance of doubt, aside from this page, my answers today are identical to those given yesterday.",Precisely the same as I thought it was yesterday.,586b9179d53c97000159d702,accel,no
2/25/2020 3:09,2/25/2020 3:11,4,213.205.194.32,100,108,1,3/2/2020 1:47,R_8d0thEprGWZO6Al,,,,,51.52679443,-0.18699646,anonymous,EN,2,1,47,0,,To see if I am generous!,575d94abef120200067e5e5a,accel,no
2/25/2020 3:09,2/25/2020 3:11,4,86.188.223.116,100,103,1,3/2/2020 1:47,R_3TRafCkMq1X4hzT,,,,,52.40640259,-1.50819397,anonymous,EN,1,1,29,0,,to see how many people would be willing to donate the bonus to charity,5c66e20d5b22a50001da689d,decel,yes
2/25/2020 3:09,2/25/2020 3:11,4,86.20.248.115,100,123,1,3/2/2020 1:47,R_emouZ7FOWepWOrj,,,,,50.78509521,-1.038894653,anonymous,EN,2,1,56,0,,to assess greed versus charity,5977b77fe645fa0001d3bce6,decel,yes
2/25/2020 3:09,2/25/2020 3:11,4,2.123.87.53,100,121,1,3/2/2020 1:47,R_dnWBt7Sh6pLlfTL,,,,,51.40229797,0.045806885,anonymous,EN,2,1,24,0,,no idea,5c597a2634bdcf00016e2cdf,accel,yes
2/25/2020 3:09,2/25/2020 3:11,4,51.52.84.80,100,113,1,3/2/2020 1:47,R_88rJCdlwjQOfC9T,,,,,51.37379456,0.49130249,anonymous,EN,1,1,40,0,,To look at perceptions of donation allocation,5e45311786a7990111f7b80d,accel,no
2/25/2020 3:09,2/25/2020 3:11,4,109.153.51.240,100,142,1,3/2/2020 1:47,R_9mkGnxtr9ai4ywt,,,,,54.63879395,-2.773101807,anonymous,EN,2,1,28,0,,Not sure,5d19fd80686b190018ea50b6,accel,yes
