StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,a_wtp3,a_wtp2,a_wtp1,b_wtp3,b_wtp2,b_wtp1,c_wtp3,c_wtp2,c_wtp1,d_wtp3,d_wtp2,d_wtp1,e_wtp3,e_wtp2,e_wtp1,sex,age,race,education,income,english,mturkcode
1/9/2015 15:47,1/9/2015 15:48,IP Address,71.194.185.164,,46,TRUE,1/9/2015 15:48,R_3HuWvU3Njt4m6I8,,,,,,,,,,3,2,1,,,,2,31,5,4,3,1,21417
1/9/2015 15:46,1/9/2015 15:48,IP Address,75.82.145.44,,83,TRUE,1/9/2015 15:48,R_Rrj7AuLldm25WKZ,,,,,,,4,3.25,2.5,,,,,,,1,31,5,4,2,1,98261
1/9/2015 15:47,1/9/2015 15:48,IP Address,174.110.204.32,,79,TRUE,1/9/2015 15:48,R_cuRh9UNZMRMmJGN,2,1.75,1.5,,,,,,,,,,,,,2,36,5,4,4,1,58058
1/9/2015 15:47,1/9/2015 15:48,IP Address,71.213.3.49,,65,TRUE,1/9/2015 15:48,R_3QPKt9YVZIYEFgM,,,,4,3.5,3,,,,,,,,,,2,35,5,3,5,1,54171
1/9/2015 15:48,1/9/2015 15:49,IP Address,98.14.104.176,,71,TRUE,1/9/2015 15:49,R_vk2sgrLZOzzO2ZP,,,,,,,,,,8,7,5,,,,1,31,3,5,3,1,81949
1/9/2015 15:47,1/9/2015 15:49,IP Address,71.229.36.139,,84,TRUE,1/9/2015 15:49,R_2b1WOwr1aOlX5an,,,,2,1.4,1,,,,,,,,,,2,63,5,4,4,1,7525
1/9/2015 15:48,1/9/2015 15:49,IP Address,50.192.26.57,,65,TRUE,1/9/2015 15:49,R_2uO5IksHBEioRVd,,,,,,,,,,,,,2.5,2.25,1.8,2,32,3,3,1,1,93946
1/9/2015 15:43,1/9/2015 15:49,IP Address,99.101.100.181,,383,TRUE,1/9/2015 15:49,R_5iKPkideTBtWuMd,,,,,,,,,,,,,2.29,1.99,1.49,1,26,5,2,3,1,30162
1/9/2015 15:49,1/9/2015 15:50,IP Address,104.175.82.132,,23,TRUE,1/9/2015 15:50,R_1AjBIUwHo5HWxwZ,,,,10,6,4,,,,,,,,,,1,33,5,3,3,1,3392
1/9/2015 15:49,1/9/2015 15:50,IP Address,99.98.14.116,,47,TRUE,1/9/2015 15:50,R_1Cfm0nzeaEBZBYd,,,,,,,4.5,3.99,2.25,,,,,,,2,28,,3,1,1,92895
1/9/2015 15:49,1/9/2015 15:50,IP Address,73.171.217.143,,60,TRUE,1/9/2015 15:50,R_2ZKajLuHSLCat56,,,,,,,3.25,2.75,2.25,,,,,,,2,40,5,3,3,1,21088
1/9/2015 15:48,1/9/2015 15:50,IP Address,70.198.3.163,,116,TRUE,1/9/2015 15:50,R_pnMdHcmKCNFPued,0.9,0.6,0.3,,,,,,,,,,,,,2,51,5,2,1,1,16374
1/9/2015 15:52,1/9/2015 15:53,IP Address,71.79.61.115,,41,TRUE,1/9/2015 15:53,R_2Yr1DQtC8NZwVPz,2,1.5,1.25,,,,,,,,,,,,,,32,5,1,2,1,55642
1/9/2015 15:52,1/9/2015 15:53,IP Address,50.153.165.5,,57,TRUE,1/9/2015 15:53,R_1FM5wWDJclcymif,,,,,,,,,,,,,2.75,2.45,1.75,2,32,5,3,2,1,3204
1/9/2015 15:53,1/9/2015 15:54,IP Address,199.19.250.73,,56,TRUE,1/9/2015 15:54,R_bdP8GMoVCvgobA1,,,,,,,2.25,2,1.5,,,,,,,2,25,2,4,4,1,15756
1/9/2015 15:52,1/9/2015 15:54,IP Address,24.55.152.154,,120,TRUE,1/9/2015 15:54,R_bKoLqf0Bypnkqpr,,,,,,,,,,5,3.5,2.75,,,,2,36,5,3,2,1,32067
1/9/2015 15:53,1/9/2015 15:54,IP Address,67.11.226.58,,57,TRUE,1/9/2015 15:54,R_5137Wxop6JTON57,,,,3,2.5,2,,,,,,,,,,1,19,3,3,6,1,39681
1/9/2015 15:55,1/9/2015 15:56,IP Address,72.218.211.104,,77,TRUE,1/9/2015 15:56,R_3eq6x5Ntvjh1Kst,,,,,,,,,,,,,2.3,2,1.5,1,34,2,4,4,2,40509
1/9/2015 15:56,1/9/2015 15:57,IP Address,174.58.237.213,,77,TRUE,1/9/2015 15:57,R_7OQPUM6lfOWPoZn,1.5,1,0.9,,,,,,,,,,,,,1,37,5,4,4,1,29251
1/9/2015 15:57,1/9/2015 15:58,IP Address,12.226.128.130,,26,TRUE,1/9/2015 15:58,R_1k0k54sK8TwEsx5,,,,,,,,,,,,,3,2.5,1,1,28,2,4,4,1,21574
1/9/2015 15:56,1/9/2015 15:58,IP Address,67.236.250.89,,70,TRUE,1/9/2015 15:58,R_pLahknjj9o200ut,,,,,,,,,,1.8,1.5,1.25,,,,2,39,5,1,1,1,73164
1/9/2015 15:57,1/9/2015 15:58,IP Address,68.40.169.49,,37,TRUE,1/9/2015 15:58,R_3F3emp32uBD0lai,,,,1.5,1,0.75,,,,,,,,,,1,32,5,4,1,1,89196
1/9/2015 15:58,1/9/2015 15:58,IP Address,71.126.183.173,,31,TRUE,1/9/2015 15:58,R_3Kw5c7uW0vduqG1,,,,4,3,2,,,,,,,,,,1,21,5,3,5,1,76677
1/9/2015 15:58,1/9/2015 15:58,IP Address,73.4.167.5,,28,TRUE,1/9/2015 15:58,R_2sRyiGz8GxF5c7B,,,,,,,,,,,,,10,7.5,5,1,24,5,3,3,1,54169
1/9/2015 15:57,1/9/2015 15:58,IP Address,69.108.67.217,,47,TRUE,1/9/2015 15:58,R_2tJ7XrowUsDpMLG,,,,,,,2,1,0.5,,,,,,,1,21,5,2,1,1,52875
1/9/2015 15:58,1/9/2015 15:58,IP Address,108.193.223.1,,30,TRUE,1/9/2015 15:58,R_3KDPtWTvE6zRuAd,3.99,2.5,1.99,,,,,,,,,,,,,1,25,2,3,1,1,59489
1/9/2015 15:58,1/9/2015 15:58,IP Address,108.66.210.204,,44,TRUE,1/9/2015 15:58,R_0qAzekUqdAit19n,,,,3,2.5,2,,,,,,,,,,1,18,"2,5",2,5,1,88713
1/9/2015 15:58,1/9/2015 15:58,IP Address,174.111.225.185,,52,TRUE,1/9/2015 15:58,R_2CTxcR6sMqLNSiw,,,,,,,,,,3,2.5,2,,,,2,38,5,4,2,1,11442
1/9/2015 15:58,1/9/2015 15:59,IP Address,166.175.63.239,,44,TRUE,1/9/2015 15:59,R_2ykBdvzF2GrAcjV,,,,,,,5,3.5,3,,,,,,,1,31,5,3,3,1,73088
1/9/2015 15:58,1/9/2015 15:59,IP Address,108.32.76.165,,59,TRUE,1/9/2015 15:59,R_1poI3u9trGrg7bY,2,1,1,,,,,,,,,,,,,1,34,5,4,4,1,55179
1/9/2015 15:58,1/9/2015 15:59,IP Address,98.215.3.224,,57,TRUE,1/9/2015 15:59,R_3p8R1n7CJRkZwno,,,,,,,,,,,,,3.5,2.5,2,1,21,3,3,2,1,83881
1/9/2015 15:58,1/9/2015 15:59,IP Address,76.29.208.71,,67,TRUE,1/9/2015 15:59,R_3HkpMeJdmwGsQd0,3,2,1,,,,,,,,,,,,,1,26,"3,5",2,2,1,5877
1/9/2015 15:58,1/9/2015 15:59,IP Address,174.54.221.242,,64,TRUE,1/9/2015 15:59,R_122XbNtDHuBJMRI,,,,,,,,,,,,,10,8,5,1,20,5,2,1,1,31913
1/9/2015 15:57,1/9/2015 15:59,IP Address,98.216.86.25,,93,TRUE,1/9/2015 15:59,R_cuLmdwhEBx7BWc9,,,,,,,,,,2.35,2,1.5,,,,2,45,5,4,2,1,16576
1/9/2015 15:58,1/9/2015 15:59,IP Address,173.61.47.8,,62,TRUE,1/9/2015 15:59,R_dhxeZLUlf5wpQvr,,,,,,,10,8,5,,,,,,,1,19,5,3,5,1,63358
1/9/2015 15:57,1/9/2015 15:59,IP Address,72.23.157.211,,105,TRUE,1/9/2015 15:59,R_1QaSLjyZ4qCjbB0,,,,,,,1.79,1.39,0.89,,,,,,,1,31,5,6,4,1,7903
1/9/2015 15:58,1/9/2015 15:59,IP Address,76.169.236.158,,45,TRUE,1/9/2015 15:59,R_AnXVF4AkAmYjAlP,,,,2,1,0.5,,,,,,,,,,1,28,5,3,3,1,64408
1/9/2015 15:58,1/9/2015 15:59,IP Address,108.210.59.101,,53,TRUE,1/9/2015 15:59,R_D1M7qQYYxuO7y5r,,,,,,,,,,2.75,2.25,1.5,,,,2,28,5,4,2,1,60852
1/9/2015 15:59,1/9/2015 15:59,IP Address,63.116.226.101,,27,TRUE,1/9/2015 15:59,R_XYRgAFp8wMC65oJ,,,,,,,3,2,1,,,,,,,1,28,5,5,3,1,25052
1/9/2015 15:59,1/9/2015 16:00,IP Address,76.31.177.142,,57,TRUE,1/9/2015 16:00,R_28GanQ6AnmIktrB,,,,,,,,,,2,1.5,1,,,,2,57,5,2,3,1,2347
1/9/2015 15:59,1/9/2015 16:00,IP Address,66.87.88.173,,58,TRUE,1/9/2015 16:00,R_3V5id36cUA4G8YJ,,,,,,,,,,,,,1,0.75,0.5,1,21,5,3,1,1,99702
1/9/2015 15:59,1/9/2015 16:00,IP Address,98.227.23.83,,38,TRUE,1/9/2015 16:00,R_31Mms178IflobZs,,,,,,,,,,1,0.75,0.5,,,,1,32,5,2,1,1,96522
1/9/2015 15:59,1/9/2015 16:00,IP Address,63.66.64.246,,64,TRUE,1/9/2015 16:00,R_1KZk1nrjhUFBonH,,,,1.25,1,0.75,,,,,,,,,,1,24,5,4,3,1,47454
1/9/2015 15:59,1/9/2015 16:00,IP Address,69.113.212.70,,75,TRUE,1/9/2015 16:00,R_swoXWKbV8Jz45pL,2.5,1.5,1,,,,,,,,,,,,,2,20,2,3,1,1,4407
1/9/2015 15:59,1/9/2015 16:00,IP Address,151.213.160.202,,82,TRUE,1/9/2015 16:00,R_2qgGVNPFUYf8Vvc,,,,4.5,3,1.5,,,,,,,,,,2,51,5,3,2,1,86531
1/9/2015 15:59,1/9/2015 16:00,IP Address,69.176.53.102,,59,TRUE,1/9/2015 16:00,R_1luWE9ulLfBdN2C,3,2,1.5,,,,,,,,,,,,,2,30,5,4,2,1,27606
1/9/2015 16:00,1/9/2015 16:00,IP Address,98.14.62.25,,41,TRUE,1/9/2015 16:00,R_3J4pg6zZqTeJss7,,,,,,,,,,,,,3.99,2.99,1.99,2,28,6,4,3,1,95945
1/9/2015 15:59,1/9/2015 16:01,IP Address,68.194.15.125,,80,TRUE,1/9/2015 16:01,R_1pWKWNkr6XIi33o,,,,,,,1.5,1,0.8,,,,,,,2,36,3,3,4,1,64069
1/9/2015 15:59,1/9/2015 16:01,IP Address,173.171.204.161,,131,TRUE,1/9/2015 16:01,R_1CD9Z2QSjXwVLe6,2,1.5,1,,,,,,,,,,,,,1,63,5,3,2,1,80946
1/9/2015 16:00,1/9/2015 16:01,IP Address,50.193.15.43,,35,TRUE,1/9/2015 16:01,R_2cdyLKmeOEkFCFr,,,,1.5,1.25,1,,,,,,,,,,1,24,5,4,4,1,5191
1/9/2015 16:00,1/9/2015 16:01,IP Address,74.80.62.193,,47,TRUE,1/9/2015 16:01,R_3F2N5JV5I1xWJYc,,,,,,,0,0,0,,,,,,,2,26,5,3,2,1,28231
1/9/2015 16:00,1/9/2015 16:01,IP Address,72.91.175.123,,98,TRUE,1/9/2015 16:01,R_2OYFqU5ychwEyg1,,,,,,,,,,2,3.75,5,,,,2,42,"3,5,6",4,2,1,98060
1/9/2015 16:01,1/9/2015 16:01,IP Address,71.55.172.166,,33,TRUE,1/9/2015 16:01,R_ZC8ZiwtmEIcojXH,,,,,,,,,,,,,8,6,4,2,21,5,3,3,1,25174
1/9/2015 16:00,1/9/2015 16:01,IP Address,67.160.62.119,,65,TRUE,1/9/2015 16:01,R_3KMFrinQpL04eAY,2,1.25,1,,,,,,,,,,,,,2,37,5,3,2,1,40961
1/9/2015 16:00,1/9/2015 16:02,IP Address,71.176.139.144,,92,TRUE,1/9/2015 16:02,R_2sZoroN4q13e6dL,,,,2,1.75,1.5,,,,,,,,,,1,58,5,3,4,1,14505
1/9/2015 16:01,1/9/2015 16:02,IP Address,75.109.19.75,,53,TRUE,1/9/2015 16:02,R_tG4tM8yGMK5CTgB,,,,,,,,,,2,1.5,1,,,,2,26,5,5,4,1,24067
1/9/2015 16:00,1/9/2015 16:02,IP Address,69.249.142.197,,71,TRUE,1/9/2015 16:02,R_CdDxa0zgE292Rd7,,,,,,,,,,1.5,1.25,1,,,,1,42,5,1,2,1,73011
1/9/2015 15:59,1/9/2015 16:02,IP Address,76.88.39.68,,145,TRUE,1/9/2015 16:02,R_2WBTdVO3c0vYy8O,,,,3,2.5,2,,,,,,,,,,2,53,5,4,5,1,36609
1/9/2015 16:01,1/9/2015 16:02,IP Address,71.196.164.106,,79,TRUE,1/9/2015 16:02,R_ULpSFEHE5LeFHvr,,,,,,,4,3,2,,,,,,,2,59,5,3,2,1,53755
1/9/2015 16:01,1/9/2015 16:02,IP Address,96.58.220.188,,59,TRUE,1/9/2015 16:02,R_3P2FgRgwFtk2pgN,,,,,,,,,,,,,10,8,6,1,23,2,4,4,1,51733
1/9/2015 16:02,1/9/2015 16:02,IP Address,69.174.87.76,,35,TRUE,1/9/2015 16:02,R_3DcFEa3aM9Hvt59,,,,,,,,,,3,2,1,,,,2,30,5,3,2,1,23618
1/9/2015 16:01,1/9/2015 16:02,IP Address,108.57.57.175,,73,TRUE,1/9/2015 16:02,R_2E3QXRjLjRfQI4m,,,,,,,2,1.69,1.29,,,,,,,2,29,5,3,1,1,26363
1/9/2015 15:59,1/9/2015 16:03,IP Address,67.2.145.14,,215,TRUE,1/9/2015 16:03,R_3szBVIce1LB9v0R,,,,,,,,,,,,,2,1.5,1,2,41,5,4,4,1,42860
1/9/2015 16:02,1/9/2015 16:03,IP Address,108.222.241.105,,47,TRUE,1/9/2015 16:03,R_2Cm6AVYPzcqLBrs,,,,3,2.5,2,,,,,,,,,,1,28,5,4,2,1,38409
1/9/2015 16:02,1/9/2015 16:03,IP Address,71.80.200.216,,40,TRUE,1/9/2015 16:03,R_3hbRMW9J5Jb1gR2,,,,,,,2.45,2,1.5,,,,,,,1,30,5,2,1,1,88428
1/9/2015 16:02,1/9/2015 16:03,IP Address,174.110.142.116,,45,TRUE,1/9/2015 16:03,R_3DbR6J1g5FIbjJ4,,,,,,,,,,,,,3,2.75,2,1,35,5,3,4,1,99802
1/9/2015 16:02,1/9/2015 16:03,IP Address,98.206.177.74,,37,TRUE,1/9/2015 16:03,R_zfnbzXYml5gZ7e9,2.5,2,1.5,,,,,,,,,,,,,1,26,5,6,2,1,469
1/9/2015 16:01,1/9/2015 16:03,IP Address,71.9.35.202,,96,TRUE,1/9/2015 16:03,R_2wc62fuqLQnx69Y,2.5,1.75,1.5,,,,,,,,,,,,,1,25,5,4,2,1,78621
1/9/2015 16:02,1/9/2015 16:03,IP Address,76.23.7.97,,52,TRUE,1/9/2015 16:03,R_3QFzYVm9y9LMyOK,2.5,1.5,1.25,,,,,,,,,,,,,2,30,5,3,1,1,68765
1/9/2015 16:02,1/9/2015 16:03,IP Address,67.170.151.204,,40,TRUE,1/9/2015 16:03,R_BSbbBe5xIkVi1SF,,,,2.99,2.3,1.99,,,,,,,,,,2,28,5,3,4,1,21308
1/9/2015 16:03,1/9/2015 16:03,IP Address,104.243.82.66,,29,TRUE,1/9/2015 16:03,R_2Xn738aNXAxo4Hs,,,,,,,,,,5,4,3,,,,1,27,2,4,3,1,82033
1/9/2015 16:03,1/9/2015 16:03,IP Address,65.130.167.168,,45,TRUE,1/9/2015 16:03,R_er4oKAowloNEnjX,,,,1.99,1.59,1.19,,,,,,,,,,2,35,5,3,1,1,19207
1/9/2015 16:03,1/9/2015 16:04,IP Address,108.249.132.57,,50,TRUE,1/9/2015 16:04,R_1hyjimgt9Kp4Eug,,,,,,,6,4,2,,,,,,,2,32,3,4,3,1,45008
1/9/2015 16:02,1/9/2015 16:04,IP Address,162.195.226.242,,102,TRUE,1/9/2015 16:04,R_1dt5Hft7oUlsWum,,,,,,,1.5,1,0.5,,,,,,,1,46,5,2,1,1,7091
1/9/2015 16:03,1/9/2015 16:04,IP Address,74.215.160.82,,50,TRUE,1/9/2015 16:04,R_vw81E7JEFeeALCh,2.49,1.79,1.59,,,,,,,,,,,,,2,43,5,4,5,1,90466
1/9/2015 16:03,1/9/2015 16:04,IP Address,108.5.118.110,,52,TRUE,1/9/2015 16:04,R_3MojsY6qZFsniSG,,,,1,1.35,1.9,,,,,,,,,,2,24,5,4,5,1,83597
1/9/2015 16:04,1/9/2015 16:04,IP Address,71.222.24.154,,42,TRUE,1/9/2015 16:04,R_POErLb7SeE97Z1T,3.75,2,1.5,,,,,,,,,,,,,1,27,5,4,3,1,40911
1/9/2015 16:03,1/9/2015 16:04,IP Address,98.113.59.162,,80,TRUE,1/9/2015 16:04,R_Rs1DstX8fFFEPex,,,,,,,,,,,,,3.99,3.09,2.19,1,37,3,6,2,1,67106
1/9/2015 16:04,1/9/2015 16:05,IP Address,108.13.180.119,,59,TRUE,1/9/2015 16:05,R_1onjRYGET9Zokoo,,,,,,,,,,1.59,1.29,0.99,,,,2,34,5,4,2,1,39478
1/9/2015 16:03,1/9/2015 16:05,IP Address,76.98.42.200,,92,TRUE,1/9/2015 16:05,R_1itgWrgLjgkZvrF,,,,,,,,,,,,,3.5,3.25,1.25,1,25,1,2,1,1,79163
1/9/2015 16:04,1/9/2015 16:05,IP Address,71.175.234.24,,67,TRUE,1/9/2015 16:05,R_3R2FzvdzoCSTcRe,,,,,,,,,,20,16,10,,,,1,32,5,4,3,1,28205
1/9/2015 16:04,1/9/2015 16:05,IP Address,24.31.27.88,,56,TRUE,1/9/2015 16:05,R_1mQlLzVupn7HuIT,2.25,1.75,1.5,,,,,,,,,,,,,2,24,5,6,2,1,85489
1/9/2015 16:04,1/9/2015 16:05,IP Address,104.34.101.214,,51,TRUE,1/9/2015 16:05,R_1QmtfFxhpXqJwJI,,,,,,,4,3.5,2.5,,,,,,,2,27,5,4,3,1,22857
1/9/2015 16:04,1/9/2015 16:05,IP Address,98.14.62.25,,38,TRUE,1/9/2015 16:05,R_w1SvcB6xPszL0w9,,,,4.99,3.99,2.49,,,,,,,,,,1,31,5,4,3,1,159
1/9/2015 16:02,1/9/2015 16:05,IP Address,24.115.69.163,,168,TRUE,1/9/2015 16:05,R_3D2pQe7LvFYf7LY,,,,6,4,2,,,,,,,,,,1,22,2,3,1,1,82461
1/9/2015 16:05,1/9/2015 16:05,IP Address,73.13.216.229,,39,TRUE,1/9/2015 16:05,R_VJCoczPJYmy2W2d,,,,,,,,,,15,10,5,,,,2,21,"3,5",2,3,1,25594
1/9/2015 16:04,1/9/2015 16:05,IP Address,64.121.250.176,,105,TRUE,1/9/2015 16:05,R_XiD1dtYn7aO8oNz,,,,,,,,,,,,,1.5,1,0.88,1,26,5,2,5,1,69830
1/9/2015 16:05,1/9/2015 16:05,IP Address,71.197.34.117,,42,TRUE,1/9/2015 16:05,R_270ZPRci02B65qY,8,6,3,,,,,,,,,,,,,1,32,5,2,1,1,86320
1/9/2015 16:05,1/9/2015 16:06,IP Address,108.9.137.167,,25,TRUE,1/9/2015 16:06,R_2PifQ287NLjdRjJ,,,,,,,,,,2,1.5,1,,,,1,41,5,3,5,1,17708
1/9/2015 16:05,1/9/2015 16:06,IP Address,24.94.47.92,,45,TRUE,1/9/2015 16:06,R_33DSo2wFv6ofbIN,,,,,,,5,3,2,,,,,,,2,33,5,4,3,1,53363
1/9/2015 16:05,1/9/2015 16:06,IP Address,68.81.215.29,,35,TRUE,1/9/2015 16:06,R_3Dk0sfhmMRe3Hb7,,,,,,,,,,,,,8.99,6.99,4.99,1,25,2,3,4,1,14476
1/9/2015 16:05,1/9/2015 16:06,IP Address,72.204.45.63,,51,TRUE,1/9/2015 16:06,R_3IQQFm8gJcWS4dH,,,,,,,,,,,,,2.19,1.5,0.99,1,23,5,4,2,1,69154
1/9/2015 16:06,1/9/2015 16:06,IP Address,73.187.215.132,,39,TRUE,1/9/2015 16:06,R_3WRNVVZVoNqUaVb,,,,2.5,2,1.5,,,,,,,,,,2,23,5,4,4,1,891
1/9/2015 16:06,1/9/2015 16:06,IP Address,199.245.200.126,,49,TRUE,1/9/2015 16:06,R_3k7CqUYQGIIgh3S,2,1.25,1,,,,,,,,,,,,,2,38,5,4,2,1,71393
1/9/2015 16:05,1/9/2015 16:07,IP Address,173.171.31.229,,89,TRUE,1/9/2015 16:07,R_3k7GEYvCkTrzawT,,,,,,,3,1.5,1,,,,,,,1,47,5,3,3,1,63343
1/9/2015 16:03,1/9/2015 16:07,IP Address,173.81.196.63,,247,TRUE,1/9/2015 16:07,R_RmeMY3Dzm5Xwa4h,,,,,,,,,,3,2.25,1.75,,,,2,29,5,3,2,1,74007
1/9/2015 16:07,1/9/2015 16:07,IP Address,162.243.149.186,,33,TRUE,1/9/2015 16:07,R_e8np363IlcekKat,,,,,,,,,,,,,1.75,1.5,1,2,24,5,6,2,1,35560
1/9/2015 16:06,1/9/2015 16:07,IP Address,76.236.14.160,,58,TRUE,1/9/2015 16:07,R_2fwwF63qXE0O75r,,,,,,,,,,2,1.5,1,,,,1,35,5,2,1,1,53673
1/9/2015 16:06,1/9/2015 16:07,IP Address,174.54.101.207,,53,TRUE,1/9/2015 16:07,R_2qwkEIjmwwwOoLF,2,1.25,0.75,,,,,,,,,,,,,1,45,5,4,4,1,90999
1/9/2015 16:07,1/9/2015 16:07,IP Address,173.14.58.22,,37,TRUE,1/9/2015 16:07,R_4Sf5C9BmLXi9q2F,,,,,,,1.5,1.25,1,,,,,,,2,33,5,3,4,1,78061
1/9/2015 15:54,1/9/2015 16:07,IP Address,23.124.220.159,,789,TRUE,1/9/2015 16:07,R_3iOPSq8Z8GOsoin,,,,,,,,,,10,20,16,,,,1,26,5,3,2,1,69973
1/9/2015 16:08,1/9/2015 16:09,IP Address,173.79.224.244,,52,TRUE,1/9/2015 16:09,R_0NS7mZ8kzmnRCsp,,,,3.99,2.99,1.99,,,,,,,,,,1,23,2,4,3,1,89460
