StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CRT1,CRT2,CRT3,compcheck,interested,wta_1,wta_2,wta_3,es1_1,es1_2,es1_3,es1_4,es1_5,es1_6,es1_7,es1_8,es2_1_1,es2_1_2,es2_1_3,es2_1_4,es2_1_5,es2_1_6,es2_1_7,es2_1_8,es2_1_9,es2_1_10,es2_2_1,es2_2_2,es2_2_3,es2_2_4,es2_2_5,es2_2_6,es2_2_7,es2_2_8,es2_2_9,es2_2_10,es2_2_11,es2_2_12,es2_2_13,es2_2_14,es2_2_15,es2_2_16,es3_1,es3_2,es3_3,es3_4,es3_5,es3_6,es3_7,es3_8,es3_9,es3_10,es3_11,es3_12,es3_13,es3_14,es3_15,es3_16,es3_17,es3_18,gender,age,income,ethnicity,edu,hhsize,fam,fam.open,purpose,wid,sid,mid,index
4/2/2019 14:09,4/2/2019 14:14,0,75.135.110.203,100,252,1,4/2/2019 14:14,R_1oyRQZL2KfoU1YO,,,,,41.89660645,-72.2621994,anonymous,EN,47,5,0.1,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,5,6,3,4,0,,To determine how people of different ages perceive the opinions of different generations.,A1851GFB964IU7,intermediate03212016,10,30
4/2/2019 14:11,4/2/2019 14:14,0,65.216.122.125,100,138,1,4/2/2019 14:14,R_3lM83l0gKZiX3bn,,,,,33.45320129,-112.0748978,anonymous,EN,47,5,0.05,"1,2,3",1,0.75,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,9,3,2,2,1,The questions about a bat and a ball and a pond of lilies.,I'm not sure,A2YBZFSUD5OP7W,intermediate03212016,10,31
4/2/2019 14:09,4/2/2019 14:14,0,24.116.97.108,100,280,1,4/2/2019 14:14,R_1kFg9Kl17TIPmuY,,,,,43.63389587,-116.2942047,anonymous,EN,47,1,0.1,"1,2,3",1,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,4,3,2,2,0,,To study perception of demographics.,A2TKUX0L9Q3NB6,intermediate03212016,16,32
4/2/2019 14:09,4/2/2019 14:14,0,165.225.38.199,100,318,1,4/2/2019 14:14,R_1o0S82lDhCCB5RK,,,,,41.76370239,-72.68509674,anonymous,EN,47,5,5,"1,2,3",1,1.7,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,51,51,51,51,52,51,52,51,52,52,52,51,51,65,62,63,,56,9,3,6,2,0,,"Demographics vs. results and guessing of results on face to face meeting, spotify, etc.",A1HDD2B9I6D33I,intermediate03212016,16,33
4/2/2019 14:13,4/2/2019 14:14,0,67.186.55.114,100,86,1,4/2/2019 14:14,R_3EsfvpBZ2VCROFa,,,,,40.33509827,-79.98320007,anonymous,EN,24,30,0.1,"1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A21LYHAOO5P2CC,intermediate03212016,16,34
4/2/2019 14:12,4/2/2019 14:14,0,70.58.196.103,100,146,1,4/2/2019 14:14,R_1eW5Da4CTsvbcLE,,,,,42.49349976,-122.8087997,anonymous,EN,24,100,0.1,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,4,3,5,1,0,,To determine differences among age groups.,A3ONXJMQXLOGRZ,intermediate03212016,10,35
4/2/2019 14:10,4/2/2019 14:14,0,65.249.163.127,100,244,1,4/2/2019 14:14,R_2OOcZoRRHjnesOK,,,,,28.54359436,-81.37380219,anonymous,EN,45,15,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1GNCTLPWVHHZS,intermediate03212016,10,36
4/2/2019 14:09,4/2/2019 14:14,0,107.199.227.116,100,291,1,4/2/2019 14:14,R_2qfPWwJZO8jhPPm,,,,,30.45489502,-90.9029007,anonymous,EN,24,5,0.05,"1,2,3",1,0.65,0.95,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,6,3,4,3,0,,To understand how different people are based upon ages. ,A33FMDD65GLY7M,intermediate03212016,16,37
4/2/2019 14:10,4/2/2019 14:14,0,65.249.163.48,100,234,1,4/2/2019 14:14,R_3DpeoqzyeXQF5hL,,,,,28.54359436,-81.37380219,anonymous,EN,40,5000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR5PBVAR9IWZS,intermediate03212016,16,38
4/2/2019 14:10,4/2/2019 14:14,0,23.113.124.14,100,273,1,4/2/2019 14:14,R_1eK9MQzEwllssXo,,,,,29.979599,-95.46250153,anonymous,EN,47,5,0.05,"1,2,3",1,0.75,1.25,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,4,2,4,1,0,,To see if we would complete the other studies and for how much.,A3KC26Z78FBOJT,intermediate03212016,16,39
4/2/2019 14:09,4/2/2019 14:14,0,144.163.209.185,100,319,1,4/2/2019 14:14,R_3nHIg6ytzWu3Akw,,,,,34.91900635,-92.14189911,anonymous,EN,47,1,0.05,"1,2,3",1,0.5,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,2,3,2,1,0,,What I think of each generation of Americans.,A2R8IV2PWFTY00,intermediate03212016,10,40
4/2/2019 14:10,4/2/2019 14:14,0,173.242.169.38,100,273,1,4/2/2019 14:14,R_1HjxM8p2gh9XFOp,,,,,37.46380615,-77.39800262,anonymous,EN,24,5,0.1,"1,2,3",1,0.25,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,9,3,2,2,0,,What we are willing to do for a certain pay,A1CGGZRO2JUQUG,intermediate03212016,16,41
4/2/2019 14:10,4/2/2019 14:14,0,107.173.251.215,100,249,1,4/2/2019 14:14,R_1rejIMSoIu9n6KJ,,,,,42.88639832,-78.87809753,anonymous,EN,24,100,0.1,"1,2,3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATBUDLHWESKRT,intermediate03212016,16,42
4/2/2019 14:10,4/2/2019 14:14,0,199.241.125.96,100,252,1,4/2/2019 14:14,R_1LUwfvJmjMP7zcQ,,,,,44.97520447,-93.26119995,anonymous,EN,47,5,0.05,"1,2,3",1,0.4,0.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,9,3,5,3,0,,Perceptions of generational differences,A3IKHVXCIXSMLK,intermediate03212016,10,43
4/2/2019 14:09,4/2/2019 14:15,0,208.54.172.28,100,348,1,4/2/2019 14:15,R_po7qpFH7XQlUfsd,,,,,30.60270691,-95.1085968,anonymous,EN,24,100,0.09,"1,2,3",1,0.4,0.6,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1,3,3,6,1,the math questions,Not sure,A3CF3E5AG7LA05,intermediate03212016,10,44
4/2/2019 14:12,4/2/2019 14:15,0,174.74.59.138,100,173,1,4/2/2019 14:15,R_3rH5bShwE7j9zv8,,,,,41.2131958,-96.16680145,anonymous,EN,47,5,0.05,"1,2,3",1,0.5,0.55,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,7,"3,4",5,3,0,,demographic perceptions,A9KUDJIUCERON,intermediate03212016,10,45
4/2/2019 14:11,4/2/2019 14:15,0,209.6.54.109,100,277,1,4/2/2019 14:15,R_2YY7kHdmbmGpmxh,,,,,42.39959717,-71.12460327,anonymous,EN,47,5,0.05,"1,2,3",1,0.1,0.1,0.2,2,2,1,2,3,2,1,3,1,7,5,0,6,9,8,2,7,0,,,,,,,,,,,,,,,,,52,52,52,53,53,51,52,52,51,53,54,52,52,52,52,61,63,64,1,34,2,3,5,1,0,,dunno,A13VIJ7G997ZCY,intermediate03212016,10,46
4/2/2019 14:11,4/2/2019 14:15,0,108.93.80.235,100,251,1,4/2/2019 14:15,R_1LiHD2vJ7063NYx,,,,,43.00259399,-87.9417038,anonymous,EN,24,100,0.1,"1,2,3",1,0.35,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57,1,3,2,2,0,,what generations think other generations do,A1AH9F5MILBF5K,intermediate03212016,16,47
4/2/2019 14:12,4/2/2019 14:15,0,100.33.200.26,100,194,1,4/2/2019 14:15,R_1FtcCnZFbgR83lU,,,,,40.60760498,-73.81980133,anonymous,EN,24,10,1.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1J7YOEECGUE2L,intermediate03212016,16,48
4/2/2019 14:13,4/2/2019 14:15,0,63.117.151.209,100,158,1,4/2/2019 14:15,R_25tgBxiZizQYusE,,,,,40.63180542,-74.51049805,anonymous,EN,47,5,0.05,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A394B1YXZ1G9SI,intermediate03212016,16,49
4/2/2019 14:10,4/2/2019 14:15,0,50.105.74.226,100,308,1,4/2/2019 14:15,R_1pXKuuFxUSkEiwJ,,,,,42.75289917,-84.73729706,anonymous,EN,47,5,0.1,"1,2,3",1,0.8,1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,7,3,3,5,0,,Unsure,A2VWE2WN472AMR,intermediate03212016,10,50
4/2/2019 14:10,4/2/2019 14:15,0,66.177.115.164,100,348,1,4/2/2019 14:15,R_DvLDtdq7MK76Lrr,,,,,31.28039551,-81.53050232,anonymous,EN,24,100,0.1,"1,2,3",1,0.25,0.4,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,7,3,5,2,0,,Generational differences about technology adoption,ANVBSQCIBWDO9,intermediate03212016,10,51
4/2/2019 14:14,4/2/2019 14:15,0,100.12.237.5,100,109,1,4/2/2019 14:15,R_1BW175ZD23SuYKz,,,,,40.751297,-73.82440186,anonymous,EN,47,5,5,"1,2,3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,5,4,5,2,0,,Typical demographic study,AJWES6SFIP3AT,intermediate03212016,10,52
4/2/2019 14:12,4/2/2019 14:15,0,65.128.14.94,100,180,1,4/2/2019 14:15,R_yya6Y7l3mCWD4vD,,,,,45.01960754,-93.24019623,anonymous,EN,47,5,0.1,"1,2,3",1,0.25,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,9,3,5,3,0,,I don't know. I'm trying to think but nothing happens.,A1INIU5LAP6Z4J,intermediate03212016,10,53
4/2/2019 14:08,4/2/2019 14:15,0,76.241.33.44,100,423,1,4/2/2019 14:15,R_SNtcrkmmHtZMK9b,,,,,34.77209473,-92.35649872,anonymous,EN,47,5,0.05,"1,2,3",1,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,3,7,7,2,9,7,3,7,4,5,6,7,2,8,5,11,51,52,52,52,51,53,52,53,52,52,52,53,53,53,51,61,64,63,0,26,5,3,7,2,0,,To get the options of others on different topics.,A3SC3FMNQNSXDN,intermediate03212016,16,54
4/2/2019 14:10,4/2/2019 14:15,0,150.182.184.69,100,313,1,4/2/2019 14:16,R_3F4EUveMMi9j7jY,,,,,35.04499817,-85.29650116,anonymous,EN,47,5,0.1,"1,2,3",1,0.3,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,52,53,54,54,52,53,54,53,,54,52,52,52,52,62,65,63,0,34,7,"2,3",5,2,0,,To see how much we value our time?,A3N5OHAGVN61R9,intermediate03212016,10,55
4/2/2019 14:10,4/2/2019 14:16,0,78.13.50.22,100,325,1,4/2/2019 14:16,R_2fcEyr0pMLHykGo,,,,,37.59640503,15.10719299,anonymous,EN,24,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3SGZ8OQXW5TQD,intermediate03212016,16,56
4/2/2019 14:09,4/2/2019 14:16,0,162.244.32.43,100,379,1,4/2/2019 14:16,R_1flbzshFYSpbxtN,,,,,37.54969788,-121.9620972,anonymous,EN,24,100,0.1,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3GLUMB7HM8QQM,intermediate03212016,16,57
4/2/2019 14:11,4/2/2019 14:16,0,141.156.171.228,100,244,1,4/2/2019 14:16,R_1mhpLjg9FkKmi3n,,,,,39.08279419,-77.16739655,anonymous,EN,47,5,0.05,"1,2,3",1,0.45,0.75,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,2,3,5,2,0,,,A3NPC311AISUTO,intermediate03212016,16,58
4/2/2019 14:12,4/2/2019 14:16,0,24.128.134.111,100,220,1,4/2/2019 14:16,R_1dG1UNB9VByltEV,,,,,42.19490051,-83.48539734,anonymous,EN,24,5,10,"1,2,3",1,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,4,3,4,1,0,,Survey for age demographics religion and music,A3F3CR1R8ZVO3B,intermediate03212016,10,59
